CDU_ID,GEO_CODE,GEO_LABEL,Deprivation,Households_not_deprived,Total_methods_travel ,Work_from_home,Public_transport,Car_or_van,Other_travel
10594,E02000680,Lewisham 028,3016,1192,3257,302,1942,650,363
10595,E02000681,Lewisham 029,3268,1071,3594,243,1766,1102,483
10596,E02000682,Lewisham 030,3095,940,3328,252,1583,1116,377
10597,E02000683,Lewisham 031,2763,869,2740,204,1479,820,237
10598,E02000685,Lewisham 033,3357,1269,3659,318,2086,862,393
10599,E02000686,Lewisham 034,2839,796,2729,186,1428,760,355
10600,E02000687,Lewisham 035,3436,1406,3859,361,2183,860,455
10601,E02000689,Merton 001,3230,1804,4724,521,2738,825,640
10602,E02000690,Merton 002,2300,1498,2517,554,1027,603,333
10603,E02000691,Merton 003,2968,1773,4411,443,2670,656,642
10604,E02000692,Merton 004,3686,2221,4440,552,2733,646,509
10605,E02000693,Merton 005,3973,1914,5919,396,3637,956,930
10606,E02000694,Merton 006,3828,2174,5351,471,3317,817,746
10607,E02000695,Merton 007,2813,1093,4242,305,2244,1195,498
10608,E02000696,Merton 008,3185,1235,4399,278,2500,983,638
10609,E02000697,Merton 009,3577,2187,5334,489,3510,709,626
10610,E02000698,Merton 010,3146,1986,3979,591,1925,1013,450
10611,E02000699,Merton 011,3205,1975,4619,476,2649,882,612
10612,E02000700,Merton 012,3367,1130,4309,282,2346,981,700
10613,E02000701,Merton 013,3006,1017,3972,280,1967,1195,530
10614,E02000702,Merton 014,2964,983,3548,247,1715,1136,450
10615,E02000703,Merton 015,2961,1603,3985,483,1871,1053,578
10616,E02000704,Merton 016,3409,1658,4498,396,2438,1080,584
10617,E02000705,Merton 017,2836,1136,3966,311,1835,1412,408
10618,E02000706,Merton 018,3259,899,3801,221,1945,1033,602
10619,E02000707,Merton 019,2683,849,3302,219,1527,1208,348
10620,E02000708,Merton 020,3011,1584,4343,436,1935,1415,557
10621,E02000709,Merton 021,2874,1405,3981,398,1493,1539,551
10622,E02000710,Merton 022,3208,1094,3827,307,1770,1283,467
10623,E02000711,Merton 023,3140,1046,3866,361,1845,1126,534
10624,E02000712,Merton 024,3328,1124,4052,292,1676,1524,560
10625,E02000713,Merton 025,2800,1253,3984,300,1307,1850,527
10626,E02000714,Newham 001,2733,744,3758,215,2433,702,408
10627,E02000715,Newham 002,2234,416,2610,200,1537,601,272
10628,E02000716,Newham 003,2320,616,2953,217,1783,660,293
10629,E02000717,Newham 004,2400,508,3131,228,1974,635,294
10630,E02000718,Newham 005,2210,449,2277,142,1262,597,276
10631,E02000719,Newham 006,2937,756,3919,281,2554,643,441
10632,E02000720,Newham 007,2220,653,3260,280,1844,707,429
10633,E02000721,Newham 008,2737,553,3713,263,2229,752,469
10634,E02000722,Newham 009,2943,876,4209,246,2971,561,431
10635,E02000723,Newham 010,2737,562,4316,355,2577,843,541
10636,E02000724,Newham 011,2434,531,3618,258,2153,767,440
10637,E02000725,Newham 012,3671,1079,4871,293,3635,468,475
10638,E02000726,Newham 013,3666,1017,4895,274,3569,601,451
10639,E02000727,Newham 014,2251,448,3429,280,2142,556,451
10640,E02000728,Newham 015,2237,528,3393,235,2114,693,351
10641,E02000729,Newham 016,2207,608,3214,217,1992,641,364
10642,E02000730,Newham 017,2443,490,3646,291,2253,647,455
10643,E02000731,Newham 018,2825,569,4243,355,2713,714,461
10644,E02000732,Newham 019,2326,405,2771,207,1656,570,338
10645,E02000733,Newham 020,3465,909,4281,225,2980,700,376
10646,E02000734,Newham 021,2672,635,3227,191,2196,544,296
10647,E02000735,Newham 022,2355,491,3107,228,2088,492,299
10648,E02000736,Newham 023,2574,609,3178,242,1769,796,371
10649,E02000737,Newham 024,3068,808,3758,235,2126,906,491
10650,E02000738,Newham 025,2563,745,3612,234,2098,859,421
10651,E02000739,Newham 026,2286,499,3100,174,2063,545,318
10652,E02000740,Newham 027,2556,631,2961,188,2000,504,269
10653,E02000741,Newham 028,2767,718,3458,245,2085,716,412
10654,E02000742,Newham 029,2498,607,3115,216,1699,834,366
10655,E02000743,Newham 030,2893,548,3125,213,2016,601,295
10656,E02000744,Newham 031,2942,688,3344,198,2023,696,427
10657,E02000745,Newham 032,2782,765,3783,215,2184,968,416
10658,E02000746,Newham 033,2574,711,3162,234,1891,720,317
10659,E02000747,Newham 034,4371,1102,5396,312,3853,761,470
10660,E02000748,Newham 035,2230,677,2884,216,1641,714,313
10661,E02000749,Newham 036,3022,704,3282,196,1956,730,400
10662,E02000750,Newham 037,4370,1701,5788,395,3909,1000,484
10663,E02000751,Redbridge 001,4277,2297,5290,685,2141,1914,550
10664,E02000752,Redbridge 002,2864,786,2829,224,1104,1188,313
10665,E02000753,Redbridge 003,2420,856,2651,195,1112,1089,255
10666,E02000754,Redbridge 004,2607,1221,3277,298,1517,1135,327
10667,E02000755,Redbridge 005,2151,939,2598,219,968,1141,270
10668,E02000756,Redbridge 006,4966,1982,6115,585,2423,2537,570
10669,E02000757,Redbridge 007,4969,2520,6540,592,3219,2016,713
10670,E02000758,Redbridge 008,2159,793,2598,256,852,1220,270
10671,E02000759,Redbridge 009,4703,2163,6113,547,2819,2071,676
10672,E02000760,Redbridge 010,2613,907,3027,312,1169,1215,331
10673,E02000762,Redbridge 012,2087,839,2887,251,1245,1098,293
10674,E02000763,Redbridge 013,2385,853,3135,288,1416,1141,290
10675,E02000764,Redbridge 014,5435,2693,6464,597,3440,1839,588
10676,E02000765,Redbridge 015,2190,822,2834,241,1382,941,270
10677,E02000767,Redbridge 017,2620,985,3407,267,1589,1194,357
10678,E02000768,Redbridge 018,2240,1183,2944,286,1370,975,313
10679,E02000769,Redbridge 019,5160,2140,6473,472,2802,2455,744
10680,E02000770,Redbridge 020,2425,834,3204,255,1497,1113,339
10681,E02000772,Redbridge 022,2565,875,3245,254,1507,1089,395
10682,E02000773,Redbridge 023,2819,1033,3893,306,1801,1354,432
10683,E02000774,Redbridge 024,2208,685,2949,234,1394,997,324
10684,E02000776,Redbridge 026,2031,719,2682,229,1275,844,334
10685,E02000777,Redbridge 027,2365,1093,2957,311,1270,1030,346
10686,E02000779,Redbridge 029,2753,709,3206,260,1735,846,365
10687,E02000780,Redbridge 030,4443,1151,5564,464,2764,1625,711
10688,E02000781,Redbridge 031,4257,1544,5722,522,2379,2265,556
10689,E02000782,Redbridge 032,2851,668,3283,245,1773,880,385
10690,E02000783,Redbridge 033,2250,574,2437,201,1190,773,273
10691,E02000784,Richmond upon Thames 001,4296,2501,5177,975,2287,960,955
10692,E02000785,Richmond upon Thames 002,4304,2806,5324,891,2514,1132,787
10693,E02000786,Richmond upon Thames 003,4941,2940,6073,879,2951,1145,1098
10694,E02000787,Richmond upon Thames 004,4800,2608,5922,745,2674,1502,1001
10695,E02000788,Richmond upon Thames 005,3666,2282,4756,730,2044,1071,911
10696,E02000789,Richmond upon Thames 006,2966,1751,3402,550,1684,712,456
10697,E02000790,Richmond upon Thames 007,2609,1780,3556,520,1578,926,532
10698,E02000791,Richmond upon Thames 008,2986,1831,3520,671,1744,609,496
10699,E02000792,Richmond upon Thames 009,3209,1989,3969,634,1718,1016,601
10700,E02000793,Richmond upon Thames 010,3144,1558,4142,466,1270,1724,682
10701,E02000794,Richmond upon Thames 011,2660,1601,3673,429,1393,1217,634
10702,E02000795,Richmond upon Thames 012,2623,1631,3101,664,1008,874,555
10703,E02000796,Richmond upon Thames 013,3918,1620,4916,419,1455,2390,652
10704,E02000797,Richmond upon Thames 014,3273,2071,4415,551,1998,1127,739
10705,E02000798,Richmond upon Thames 015,4280,2387,5751,725,1880,2195,951
10706,E02000799,Richmond upon Thames 016,2418,1530,3412,484,1215,1108,605
10707,E02000800,Richmond upon Thames 017,2159,1013,2547,352,834,852,509
10708,E02000801,Richmond upon Thames 018,2880,1876,3743,520,1270,1209,744
10709,E02000802,Richmond upon Thames 019,2840,1655,3573,485,1081,1373,634
10710,E02000803,Richmond upon Thames 020,4086,1891,4688,462,1139,2363,724
10711,E02000804,Richmond upon Thames 021,3148,1881,3921,508,1514,1212,687
10712,E02000805,Richmond upon Thames 022,4455,2480,5111,718,1803,1632,958
10713,E02000806,Richmond upon Thames 023,4174,2323,5224,778,1533,2116,797
10714,E02000807,Southwark 001,3705,1898,5437,377,3559,618,883
10715,E02000808,Southwark 002,4167,1503,5362,454,2362,292,2254
10716,E02000809,Southwark 003,5936,2928,8332,611,3939,465,3317
10717,E02000810,Southwark 004,4137,1239,4729,315,2685,424,1305
10718,E02000812,Southwark 006,4385,1416,5329,384,2831,395,1719
10719,E02000813,Southwark 007,3746,1097,4208,340,2727,472,669
10720,E02000814,Southwark 008,3876,1794,5609,422,3546,555,1086
10721,E02000815,Southwark 009,2516,927,3511,290,1918,218,1085
10722,E02000816,Southwark 010,3959,1110,4418,330,2538,578,972
10723,E02000817,Southwark 011,2809,598,2768,215,1678,360,515
10724,E02000818,Southwark 012,3217,899,3651,282,2214,336,819
10725,E02000819,Southwark 013,3415,891,3819,252,2357,468,742
10726,E02000820,Southwark 014,3873,1130,4429,302,2757,353,1017
10727,E02000821,Southwark 015,3097,740,3510,256,2173,484,597
10728,E02000822,Southwark 016,3294,770,3629,236,2283,368,742
10729,E02000823,Southwark 017,3155,946,3903,294,2424,367,818
10730,E02000824,Southwark 018,3553,812,3874,315,2431,542,586
10731,E02000825,Southwark 019,3545,801,4027,246,2664,536,581
10732,E02000826,Southwark 020,3539,1061,4223,308,2558,486,871
10733,E02000827,Southwark 021,4304,1149,4853,360,3128,460,905
10734,E02000828,Southwark 022,3180,788,3696,286,2347,484,579
10735,E02000829,Southwark 023,4334,1175,4942,387,3103,652,800
10736,E02000830,Southwark 024,3783,1714,5009,516,2828,540,1125
10737,E02000831,Southwark 025,3918,1687,5041,495,2960,562,1024
10738,E02000832,Southwark 026,4106,1289,4536,365,2579,770,822
10739,E02000833,Southwark 027,2973,1188,3731,349,2206,471,705
10740,E02000834,Southwark 028,4198,2132,5650,543,3306,760,1041
10741,E02000835,Southwark 029,2930,1299,3656,352,1902,768,634
10742,E02000836,Southwark 030,3362,1902,4740,517,2637,703,883
10743,E02000837,Southwark 031,3300,2120,4710,663,2450,709,888
10744,E02000838,Southwark 032,3862,1951,5057,527,2737,909,884
10745,E02000839,Southwark 033,3381,1670,3919,491,2112,812,504
10746,E02000840,Sutton 001,3206,927,3728,200,1294,1664,570
10747,E02000841,Sutton 002,3335,1013,4053,293,1277,1753,730
10748,E02000842,Sutton 003,2879,1250,4036,316,1082,2033,605
10749,E02000843,Sutton 004,3271,1476,4157,253,1566,1756,582
10750,E02000844,Sutton 005,3117,1280,3923,286,1184,1857,596
10751,E02000845,Sutton 006,3472,1737,4827,399,1818,1949,661
10752,E02000846,Sutton 007,2708,1248,3568,314,1027,1651,576
10753,E02000847,Sutton 008,3489,1674,4531,426,1291,2197,617
10754,E02000848,Sutton 009,2886,1446,4182,359,1017,2170,636
10755,E02000849,Sutton 010,3099,1428,3913,330,1298,1762,523
10756,E02000850,Sutton 011,4037,1898,5411,439,1553,2642,777
10757,E02000851,Sutton 012,4098,1461,4319,321,1652,1540,806
10758,E02000852,Sutton 013,3136,1565,4150,342,1294,1794,720
10759,E02000853,Sutton 014,3164,1504,4097,345,1282,1789,681
10760,E02000854,Sutton 015,2932,1518,3850,421,1328,1525,576
10761,E02000855,Sutton 016,3035,1635,4019,461,1201,1796,561
10762,E02000856,Sutton 017,3486,1669,4432,439,1446,2004,543
10763,E02000857,Sutton 018,4004,1938,4405,400,1910,1434,661
10764,E02000858,Sutton 019,3139,965,3337,261,1073,1520,483
10765,E02000859,Sutton 020,3453,1590,3988,395,1289,1839,465
10766,E02000860,Sutton 021,3925,1626,4037,341,1648,1437,611
10767,E02000861,Sutton 022,2789,1693,3905,531,1139,1738,497
10768,E02000863,Sutton 024,2319,1207,3198,444,793,1647,314
10769,E02000864,Tower Hamlets 001,3468,967,3611,233,2038,484,856
10770,E02000865,Tower Hamlets 002,2763,817,3148,283,1745,336,784
10771,E02000866,Tower Hamlets 003,3829,1524,4997,397,2843,586,1171
10772,E02000867,Tower Hamlets 004,4307,1402,5524,342,3734,585,863
10773,E02000868,Tower Hamlets 005,2618,910,3511,310,1788,264,1149
10774,E02000869,Tower Hamlets 006,2485,848,2899,297,1226,221,1155
10775,E02000870,Tower Hamlets 007,2560,757,3087,248,1781,315,743
10776,E02000871,Tower Hamlets 008,3107,815,3345,245,2151,463,486
10777,E02000872,Tower Hamlets 009,3088,934,3887,367,1801,231,1488
10778,E02000873,Tower Hamlets 010,2792,779,3274,222,1893,351,808
10779,E02000874,Tower Hamlets 011,2494,582,2727,227,1543,319,638
10780,E02000875,Tower Hamlets 012,3437,885,3680,243,2297,530,610
10781,E02000876,Tower Hamlets 013,2750,795,3270,269,1853,253,895
10782,E02000877,Tower Hamlets 014,3252,805,3774,267,2361,515,631
10783,E02000878,Tower Hamlets 015,3900,1309,5113,476,2297,255,2085
10784,E02000879,Tower Hamlets 016,2855,754,3069,217,1680,378,794
10785,E02000880,Tower Hamlets 017,2090,526,2492,177,1304,248,763
10786,E02000881,Tower Hamlets 018,2379,529,2470,225,1394,429,422
10787,E02000882,Tower Hamlets 019,2884,700,3123,196,1729,497,701
10788,E02000883,Tower Hamlets 020,2880,591,2736,178,1622,430,506
10789,E02000884,Tower Hamlets 021,3707,1188,5092,351,2379,282,2080
10790,E02000885,Tower Hamlets 022,2509,488,2550,174,1400,301,675
10791,E02000886,Tower Hamlets 023,3185,1282,3945,259,2273,398,1015
10792,E02000887,Tower Hamlets 024,3165,741,3451,230,1982,495,744
10793,E02000888,Tower Hamlets 025,3306,1209,4074,296,2329,410,1039
10794,E02000889,Tower Hamlets 026,2879,1195,3710,253,1594,319,1544
10795,E02000890,Tower Hamlets 027,3093,1668,4042,368,1881,329,1464
10796,E02000891,Tower Hamlets 028,5742,2368,7350,532,4466,614,1738
10797,E02000893,Tower Hamlets 030,2912,1154,3435,240,2043,536,616
10798,E02000894,Tower Hamlets 031,4510,2200,6279,458,4066,669,1086
10799,E02000895,Waltham Forest 001,3271,1096,3403,374,1012,1650,367
10800,E02000896,Waltham Forest 002,3758,1692,4377,454,1688,1733,502
10801,E02000897,Waltham Forest 003,3345,1140,3564,272,1273,1534,485
10802,E02000898,Waltham Forest 004,3065,1131,3568,331,1179,1620,438
10803,E02000899,Waltham Forest 005,3090,1140,3835,294,1273,1767,501
10804,E02000900,Waltham Forest 006,2986,1015,3603,289,1259,1525,530
10805,E02000901,Waltham Forest 007,3553,1627,4810,447,1838,1880,645
10806,E02000902,Waltham Forest 008,3101,1069,3776,279,1552,1432,513
10807,E02000903,Waltham Forest 009,3179,903,3596,253,1849,1043,451
10808,E02000904,Waltham Forest 010,2900,1125,3933,306,1838,1258,531
10809,E02000905,Waltham Forest 011,3465,1387,4510,354,2395,1114,647
10810,E02000906,Waltham Forest 012,3507,1358,4362,318,2585,857,602
10811,E02000907,Waltham Forest 013,3885,1014,3900,367,2163,820,550
10812,E02000908,Waltham Forest 014,4348,1425,5492,365,3475,1083,569
10813,E02000909,Waltham Forest 015,3459,1427,4427,375,2385,991,676
10814,E02000910,Waltham Forest 016,4005,1407,5366,428,3351,912,675
10815,E02000911,Waltham Forest 017,4115,1313,5267,379,3306,947,635
10816,E02000912,Waltham Forest 018,3151,1031,4006,282,2193,967,564
10817,E02000913,Waltham Forest 019,2968,1021,4022,309,2099,995,619
10818,E02000914,Waltham Forest 020,3689,856,4424,278,2606,882,658
10819,E02000915,Waltham Forest 021,3305,1274,4478,333,2716,956,473
10820,E02000916,Waltham Forest 022,3506,1100,4297,285,2441,954,617
10821,E02000917,Waltham Forest 023,3396,1252,4573,286,2841,894,552
10822,E02000918,Waltham Forest 024,3449,1166,4668,373,2836,935,524
10823,E02000919,Waltham Forest 025,3225,1069,4817,294,3086,924,513
10824,E02000920,Waltham Forest 026,3434,906,4456,268,2817,877,494
10825,E02000921,Waltham Forest 027,3966,1063,4856,296,3128,927,505
10826,E02000922,Waltham Forest 028,3740,1210,5075,381,3051,1066,577
10827,E02000923,Wandsworth 001,3632,1980,4694,600,2289,477,1328
10828,E02000924,Wandsworth 002,5295,1721,6344,494,3891,685,1274
10829,E02000925,Wandsworth 003,3412,1261,3952,347,2162,468,975
10830,E02000926,Wandsworth 004,4283,2087,5814,612,3132,775,1295
10831,E02000927,Wandsworth 005,3228,1481,4183,308,2529,484,862
10832,E02000928,Wandsworth 006,3635,2324,5154,646,2751,700,1057
10833,E02000929,Wandsworth 007,3201,938,3398,228,2178,400,592
10834,E02000930,Wandsworth 008,4382,2437,6865,529,4677,560,1099
10835,E02000931,Wandsworth 009,3532,2351,5756,549,3730,480,997
10836,E02000932,Wandsworth 010,4777,2928,7405,748,4627,783,1247
10837,E02000933,Wandsworth 011,3872,2172,5195,597,2930,831,837
10838,E02000934,Wandsworth 012,4325,2440,6450,523,4305,622,1000
10839,E02000935,Wandsworth 013,2468,650,2770,224,1498,532,516
10840,E02000936,Wandsworth 014,4057,2124,5337,475,3450,611,801
10841,E02000937,Wandsworth 015,3130,2067,4587,553,2616,567,851
10842,E02000938,Wandsworth 016,4032,1650,4608,423,2471,897,817
10843,E02000939,Wandsworth 017,2915,1940,4255,555,2413,503,784
10844,E02000940,Wandsworth 018,3494,1452,4533,367,2674,622,870
10845,E02000941,Wandsworth 019,4125,2528,5950,629,3157,947,1217
10846,E02000942,Wandsworth 020,3794,2320,5665,657,3171,939,898
10847,E02000943,Wandsworth 021,3708,2138,5555,529,3749,455,822
10848,E02000944,Wandsworth 022,2856,1052,3667,310,2109,709,539
10849,E02000945,Wandsworth 023,2764,865,3433,298,1958,682,495
10850,E02000946,Wandsworth 024,3172,1630,4778,392,2900,726,760
10851,E02000947,Wandsworth 025,3820,2460,5639,536,3374,834,895
10852,E02000948,Wandsworth 026,4493,2640,6794,484,4712,707,891
10853,E02000949,Wandsworth 027,4072,2460,6029,681,3632,736,980
10854,E02000950,Wandsworth 028,3233,1623,4295,453,2370,814,658
10855,E02000951,Wandsworth 029,2946,1476,4089,373,2664,458,594
10856,E02000952,Wandsworth 030,2644,1288,3715,312,2421,426,556
10857,E02000953,Wandsworth 031,3113,1605,4438,331,2652,607,848
10858,E02000954,Wandsworth 032,2299,1134,3458,333,2027,534,564
10859,E02000955,Wandsworth 033,2527,979,3187,260,1846,501,580
10860,E02000956,Wandsworth 034,3066,1150,3938,295,2354,524,765
10861,E02000957,Wandsworth 035,4238,1860,5876,456,3609,814,997
10862,E02000958,Wandsworth 036,2973,1356,4036,441,1902,916,777
10863,E02000959,Wandsworth 037,2980,1192,3597,315,2050,727,505
10864,E02000960,Westminster 001,3055,1468,3198,578,1572,393,655
10865,E02000961,Westminster 002,4064,1730,4349,684,2437,562,666
10866,E02000962,Westminster 003,4424,1677,3856,537,2203,447,669
10867,E02000963,Westminster 004,4141,1026,4182,387,2404,593,798
10868,E02000964,Westminster 005,5638,1695,5807,595,3464,662,1086
10869,E02000965,Westminster 006,3981,1900,5133,592,3117,489,935
10870,E02000966,Westminster 007,4714,2325,5579,736,3202,604,1037
10871,E02000967,Westminster 008,3653,1813,4015,573,2083,275,1084
10872,E02000968,Westminster 009,5713,1016,4752,412,2570,475,1295
10873,E02000969,Westminster 010,3719,821,3497,300,2007,372,818
10874,E02000970,Westminster 011,4874,2553,5553,1110,2007,392,2044
10875,E02000971,Westminster 012,4354,1812,4612,724,2132,340,1416
10876,E02000972,Westminster 013,4503,1563,5018,958,1781,231,2048
10877,E02000973,Westminster 014,5312,2156,5972,807,3426,499,1240
10878,E02000974,Westminster 015,4380,1618,4135,758,1851,383,1143
10879,E02000975,Westminster 016,4621,1816,5384,676,3103,327,1278
10880,E02000976,Westminster 017,5041,1868,5633,748,3359,392,1134
10881,E02000977,Westminster 018,3895,1588,4503,970,1381,255,1897
10882,E02000978,Westminster 019,3882,2382,4343,1223,1287,447,1386
10883,E02000979,Westminster 020,3892,1833,4382,655,1971,245,1511
10884,E02000980,Westminster 021,4498,1622,4542,462,2226,346,1508
10885,E02000981,Westminster 022,4853,2205,5694,645,2833,353,1863
10886,E02000982,Westminster 023,4143,1421,4042,466,2040,382,1154
10887,E02000983,Westminster 024,4422,1599,4337,465,2287,312,1273
16577,E02006782,Bromley 040,3091,1302,3516,339,1353,1402,422
16578,E02006783,Lewisham 037,2893,834,2891,168,1348,1004,371
16579,E02006784,Lewisham 038,3168,920,3055,247,1433,1042,333
16580,E02006785,Bexley 029,2567,950,2970,172,1178,1293,327
16581,E02006786,Greenwich 033,2599,902,3046,256,1392,1078,320
16582,E02006787,Bromley 041,3034,1590,3937,395,1765,1297,480
16583,E02006788,Croydon 045,2903,1137,3439,249,1691,1120,379
16584,E02006789,Bromley 042,2662,1245,3141,539,565,1739,298
16586,E02006791,Ealing 040,3068,1580,4006,432,2068,797,709
16587,E02006792,Hounslow 029,4035,2011,5014,603,2561,997,853
16588,E02006793,Enfield 037,3356,686,3241,212,1488,1069,472
16589,E02006794,Haringey 037,2911,573,2561,191,1536,517,317
16590,E02006795,Harrow 032,2639,1110,3917,318,1648,1617,334
16591,E02006796,Hillingdon 033,3321,1387,4297,317,1411,2089,480
16592,E02006798,Lewisham 039,3210,902,3533,239,2306,482,506
16593,E02006799,Barking and Dagenham 023,3624,1036,3860,246,1573,1563,478
16594,E02006800,Redbridge 034,4170,1355,5511,418,2677,1808,608
16595,E02006801,Lambeth 036,3840,1633,4501,473,2129,273,1626
16596,E02006802,Southwark 034,2867,966,3687,328,1886,249,1224
16630,E02006836,Sutton 025,3195,1888,4141,566,1182,1925,468
16647,E02006853,Tower Hamlets 032,3320,1102,3837,241,2158,339,1099
16648,E02006854,Tower Hamlets 033,2991,1320,3742,290,1939,252,1261
16676,E02006882,Harrow 033,4342,1726,7134,551,2715,3096,772
16712,E02006918,Hackney 028,3113,728,3112,266,1750,492,604
16715,E02006921,Hackney 029,2909,684,2722,235,1430,381,676
16717,E02006924,Redbridge 035,4020,1520,5522,531,2442,2003,546
16718,E02006925,Redbridge 036,4102,1683,6005,638,2291,2514,562
16720,E02006927,Greenwich 034,3338,1434,3689,339,1873,1048,429
16721,E02006928,Greenwich 035,2977,1207,3628,261,2414,416,537
16722,E02006929,Greenwich 036,3333,1242,4010,287,2671,532,520
16723,E02006930,Greenwich 037,2876,1466,3928,372,2458,533,565
16724,E02006931,Greenwich 038,4113,2032,5073,487,3262,632,692